Class,Message
ham,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at"
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Great to hear you are settling well. So what's happenin wit ola?
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,So when do you wanna gym harri
ham,Is avatar supposed to have subtoitles
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
spam,You have been selected for a cash prize of $578. Respond with 'YES' to claim.
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.
ham,You intrepid duo you! Have a great time and see you both soon.
spam,WIN a year supply of CDs 4 a store of ur choice worth £500 & enter our £100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read..."
spam,New job alert! Earn $2237/day from home. No experience needed. Apply now!
spam,"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
ham,But i juz remembered i gotta bathe my dog today..
spam,This message is brought to you by GMW Ltd. and is not connected to the
ham,Hey what happen de. Are you alright.
ham,Stupid.its not possible
ham,get ready to moan and scream :)
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app
ham,Ok...
ham,"Kate jackson rec center before 7ish, right?"
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,What * u wearing?
ham,I think i've fixed it can you send a test message?
ham,I like to talk pa but am not able to. I dont know y.
spam,Claim your exclusive reward by clicking here: bit.ly/5927. Act fast!
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
spam,Limited time offer! Get 60% off on all products. Use code SPAM82 at checkout.
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/5744
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
ham,"I'm outside islands, head towards hard rock and you'll run into me"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/2209
ham,When're you guys getting back? G said you were thinking about not staying for mcr
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,How. Its a little difficult but its a simple way to enter this place
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/9584
ham,"She was supposed to be but couldn't make it, she's still in town though"
ham,After completed degree. There is no use in joining finance.
spam,Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/3582
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/5037
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.
spam,You have been selected for a cash prize of $654. Respond with 'YES' to claim.
ham,"I call you later, don't have network. If urgnt, sms me."
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468"
ham,Midnight at the earliest
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,You should change your fb to jaykwon thuglyfe falconerf
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
ham,"Goodnight, sleep well da please take care pa. Please."
spam,Limited time offer! Get 40% off on all products. Use code SPAM39 at checkout.
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/6487
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/8020
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9622
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/8589
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/3702
ham,"Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you, Ahmad Saeed al Hallaq ..."
ham,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...
ham,"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
ham,What your plan for pongal?
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,Neva mind it's ok..
ham,So do you have samus shoulders yet
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
spam,You have been selected for a cash prize of $3798. Respond with 'YES' to claim.
ham,Ya srsly better than yi tho
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/2737
ham,And how's your husband.
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)"
ham,In that case I guess I'll see you at campus lodge
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
spam,New job alert! Earn $2700/day from home. No experience needed. Apply now!
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/5786
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Yun buying... But school got offer 2000 plus only...
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/5888
ham,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
ham,You want to go?
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,Have you got Xmas radio times. If not i will get it now
ham,"Aight, sounds good. When do you want me to come down?"
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!"
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/6376
ham,"Come to mu, we're sorting out our narcotics situation"
ham,Dear we got  &lt;#&gt;  dollars hi hi
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16"
ham,Ok ill tell the company
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/8491
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DON’T LIKE ME LIKE THAT SO DON’T WORRY."
ham,"Just wondering, the others just took off"
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/8063
ham,She went to attend another two rounds today..but still did't reach home..
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
spam,You have 1 new voicemail. Please call 08719181503
ham,What time you coming down later?
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/8434
spam,URGENT We are trying to contact you Last weekends draw shows u have won a £1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm
spam,Your account has been compromised! Reset your password here: bit.ly/2066
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
spam,88800 and 89034 are premium phone services call 08718711108
ham,No calls..messages..missed calls
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply."
ham,LOL ... No just was busy
ham,I cant pick the phone right now. Pls send a message
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay."
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/2232
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
ham,Asking do u knw them or nt? May be ur frnds or classmates?
spam,New job alert! Earn $220/day from home. No experience needed. Apply now!
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/2311
ham,Is she replying. Has boye changed his phone number
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed
ham,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"""
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!"
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/6410
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,"Ya, told..she was asking wats matter?"
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/5680
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/7331
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,Some of them told accenture is not confirm. Is it true.
ham,Lmao!nice 1
ham,"Sir, I am waiting for your mail."
ham,Hey we can go jazz power yoga hip hop kb and yogasana
ham,"Sorry, I'll call later"
ham,No other Valentines huh? The proof is on your fb page. Ugh I'm so glad I really DIDN'T watch your rupaul show you TOOL!
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/5456
ham,Thanks. It was only from tescos but quite nice. All gone now. Speak soon
ham,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP
ham,Is that seriously how you spell his name?
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,Customer place i will call you.
spam,You have been selected for a cash prize of $2632. Respond with 'YES' to claim.
ham,What you thinked about me. First time you saw me in class.
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,Have a good evening! Ttyl
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/8060
ham,Got meh... When?
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/5856
spam,Limited time offer! Get 90% off on all products. Use code SPAM95 at checkout.
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx
spam,Claim your exclusive reward by clicking here: bit.ly/7908. Act fast!
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/4566
ham,Howz that persons story
ham,WHITE FUDGE OREOS ARE IN STORES
ham,Thanx 4 e brownie it's v nice...
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/2648
spam,FREE>Ringtone! Reply REAL or POLY eg REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1st tone FREE and 6 more when u join for £3/wk
spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/3169
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
ham,Will purchase d stuff today and mail to you. Do you have a po box number?
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/1061
ham,"Sorry, I'll call later in meeting."
ham,All e best 4 ur exam later.
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/1388
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins
spam,Claim your exclusive reward by clicking here: bit.ly/1989. Act fast!
ham,I'll probably be around mu a lot
ham,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.
ham,"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"""
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out
ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
spam,You have been selected for a cash prize of $2342. Respond with 'YES' to claim.
spam,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available"
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05
ham,All done? All handed in? Celebrations in full swing yet?
ham,Hello! Good week? Fancy a drink or something later?
ham,Just nw i came to hme da..
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/7233
spam,New job alert! Earn $1145/day from home. No experience needed. Apply now!
ham,"Miss ya, need ya, want ya, love ya."
ham,Headin towards busetop
ham,"K, can I pick up another 8th when you're done?"
spam,You have been selected for a cash prize of $2640. Respond with 'YES' to claim.
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18"
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties..."
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/2524
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,There are many company. Tell me the language.
ham,Watching tv now. I got new job :)
ham,"Not really dude, have no friends i'm afraid :("
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins"
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/5094
ham,"Aight I'll grab something to eat too, text me when you're back at mu"
ham,Ok that's great thanx a lot.
ham,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear."
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Wat uniform? In where get?
ham,You call him now ok i said call him
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0
ham,Surely result will offer:)
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
spam,You have been selected for a cash prize of $3369. Respond with 'YES' to claim.
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
spam,You have been selected for a cash prize of $2396. Respond with 'YES' to claim.
ham,Do we have any spare power supplies
spam,100 dating service cal;l 09064012103 box334sk38ch
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
spam,Your account has been compromised! Reset your password here: bit.ly/4720
spam,Claim your exclusive reward by clicking here: bit.ly/8488. Act fast!
spam,Claim your exclusive reward by clicking here: bit.ly/4410. Act fast!
spam,Your account has been compromised! Reset your password here: bit.ly/4339
ham,"""Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch"" gdeve.."
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/5067
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
spam,Claim your exclusive reward by clicking here: bit.ly/2926. Act fast!
spam,New job alert! Earn $1718/day from home. No experience needed. Apply now!
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl."
spam,Limited time offer! Get 46% off on all products. Use code SPAM51 at checkout.
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/6465
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
ham,Yup ok thanx...
ham,Ha ha cool cool chikku chikku:-):-DB-)
ham,aathi..where are you dear..
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
ham,"I think we're going to finn's now, come"
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,I'm leaving my house now...
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
spam,Your package is on hold due to unpaid charges. Pay now: bit.ly/4416
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
spam,Claim your exclusive reward by clicking here: bit.ly/8025. Act fast!
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Oh ok..
ham,Are you there in room.
ham,Hasn't that been the pattern recently crap weekends?
ham,Hi kindly give us back our documents which we submitted for loan from STAPATI
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
spam,You have been selected for a cash prize of $939. Respond with 'YES' to claim.
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/5646
spam,Your account has been compromised! Reset your password here: bit.ly/3785
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
ham,"I've got ten bucks, jay is being noncomittal"
spam,You have been selected for a cash prize of $1549. Respond with 'YES' to claim.
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Am not interested to do like that.
ham,Can do lor...
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,"Yeah, that's fine! It's £6 to get in, is that ok?"
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May"
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
ham,Check audrey's status right now
ham,Send to someone else :-)
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/8736
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
spam,Limited time offer! Get 17% off on all products. Use code SPAM78 at checkout.
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,Yes we are chatting too.
ham,Just sent it. So what type of food do you like?
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/9425
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
spam,Congratulations! You won $5000. Click here to claim your prize: bit.ly/8362
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
spam,You won 2 free tickets to an exclusive event! RSVP at: bit.ly/5393
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/9805
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
spam,Get a free trial subscription to our premium service. Offer ends soon! Visit: bit.ly/1781
spam,Urgent! Your loan is pre-approved. Apply now to secure the best rates: bit.ly/9917
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,I called and said all to him:)then he have to choose this future.
ham,Doing project w frens lor.
ham,4 oclock at mine. Just to bash out a flat plan.
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol
spam,goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468
